"partner","description","cif_value_cedi","net_weight_kg","net_weight_cedi_kg","share_percent"
"LEBANON","Household  articles  and  parts  thereof,  nes,  of  iron  or  steel",27045,50,541,0
"LIBYAN ARA","Household  articles  and  parts  thereof,  nes,  of  iron  or  steel",1803,12,150,0
"NETHERLAND","Household  articles  and  parts  thereof,  nes,  of  iron  or  steel",487421,245,1989,0
"NIGERIA","Household  articles  and  parts  thereof,  nes,  of  iron  or  steel",12342737,8000,1543,0
"ROMANIA","Household  articles  and  parts  thereof,  nes,  of  iron  or  steel",1111850,4390,253,0
"SINGAPORE","Household  articles  and  parts  thereof,  nes,  of  iron  or  steel",15229632,18664,816,0
"SWITZERLAN","Household  articles  and  parts  thereof,  nes,  of  iron  or  steel",3606,300,12,0
"TUNISIA","Household  articles  and  parts  thereof,  nes,  of  iron  or  steel",2464701,6000,411,0
"TURKEY","Household  articles  and  parts  thereof,  nes,  of  iron  or  steel",10640705,22695,469,0
"UNITED KIN","Household  articles  and  parts  thereof,  nes,  of  iron  or  steel",39271448,32578,1205,0
"UNITED STA","Household  articles  and  parts  thereof,  nes,  of  iron  or  steel",6241614,9015,692,0
"UNITED KIN","Household  articles  and  parts  thereof,  nes,  of  copper",152124,65,2340,0
"UNITED STA","Household  articles  and  parts  thereof,  nes,  of  copper",128614,25,5145,0
"BELGIUM","Household  articles  and  parts  thereof,  nes,  of  aluminium",2884342,3120,924,0
"CHINA","Household  articles  and  parts  thereof,  nes,  of  aluminium",8553600,3225,2652,0
"GERMANY, F","Household  articles  and  parts  thereof,  nes,  of  aluminium",1485647,1113,1335,0
"HONG KONG","Household  articles  and  parts  thereof,  nes,  of  aluminium",3467819,3000,1156,0
"ITALY","Household  articles  and  parts  thereof,  nes,  of  aluminium",39666,20,1983,0
"LEBANON","Household  articles  and  parts  thereof,  nes,  of  aluminium",471184,1640,287,0
"LIBYAN ARA","Household  articles  and  parts  thereof,  nes,  of  aluminium",15626,50,313,0
"NETHERLAND","Household  articles  and  parts  thereof,  nes,  of  aluminium",88325,290,305,0
"SAUDI ARAB","Household  articles  and  parts  thereof,  nes,  of  aluminium",415892,20,20795,0
"SWITZERLAN","Household  articles  and  parts  thereof,  nes,  of  aluminium",2260,13,174,0
"THAILAND","Household  articles  and  parts  thereof,  nes,  of  aluminium",7179580,4600,1561,0
"USSR","Household  articles  and  parts  thereof,  nes,  of  aluminium",46277,72,643,0
"UNITED KIN","Household  articles  and  parts  thereof,  nes,  of  aluminium",765318,4062,188,0
"UNITED STA","Household  articles  and  parts  thereof,  nes,  of  aluminium",813158,2311,352,0
"UNITED KIN","Iron  or  steel  wool;  pot  scourers,  scouring/polishing pads,  gloves,  etc",1549554,540,2870,0
"UNITED STA","Iron  or  steel  wool;  pot  scourers,  scouring/polishing pads,  gloves,  etc",407478,70,5821,0
"BELGIUM","Sanitary ware  and  parts  thereof,  nes,  of  iron  or  steel",10818,10,1082,0
"CAMEROON,","Sanitary ware  and  parts  thereof,  nes,  of  iron  or  steel",3894573,1150,3387,0
"CANADA","Sanitary ware  and  parts  thereof,  nes,  of  iron  or  steel",30865,75,412,0
"GERMANY, F","Sanitary ware  and  parts  thereof,  nes,  of  iron  or  steel",13440534,46844,287,0
"ITALY","Sanitary ware  and  parts  thereof,  nes,  of  iron  or  steel",26130635,10042,2602,0
"JAPAN","Sanitary ware  and  parts  thereof,  nes,  of  iron  or  steel",8398975,7024,1196,0
"NETHERLAND","Sanitary ware  and  parts  thereof,  nes,  of  iron  or  steel",1221930,1075,1137,0
"SINGAPORE","Sanitary ware  and  parts  thereof,  nes,  of  iron  or  steel",3756965,78,48166,0
"SPAIN","Sanitary ware  and  parts  thereof,  nes,  of  iron  or  steel",4128362,1850,2232,0
"SWITZERLAN","Sanitary ware  and  parts  thereof,  nes,  of  iron  or  steel",2259501,24000,94,0
"UNITED KIN","Sanitary ware  and  parts  thereof,  nes,  of  iron  or  steel",7091122,8977,790,0
"UNITED STA","Sanitary ware  and  parts  thereof,  nes,  of  iron  or  steel",3423350,323,10599,0
"NETHERLAND","Sanitary ware  and  parts  thereof,  nes,  of  copper",15344148,1240,12374,0
"UNITED KIN","Sanitary ware  and  parts  thereof,  nes,  of  copper",85800,80,1073,0
"NETHERLAND","Sanitary ware  and  parts  thereof,  nes,  of  aluminium",152030,38,4001,0
"UNITED KIN","Sanitary ware  and  parts  thereof,  nes,  of  aluminium",65804,57,997,0
"CANADA","Hand-operated machanical appliances,  =<10kg,  used  for  food  or  drink",6010,15,401,0
"JAPAN","Hand-operated machanical appliances,  =<10kg,  used  for  food  or  drink",26640,16500,2,0
"SAUDI ARAB","Hand-operated machanical appliances,  =<10kg,  used  for  food  or  drink",317261,400,793,0
"SWITZERLAN","Hand-operated machanical appliances,  =<10kg,  used  for  food  or  drink",112644,300,375,0
"UNITED KIN","Hand-operated machanical appliances,  =<10kg,  used  for  food  or  drink",53294,7045,8,0
"CANADA","Statuettes  and  other  ornaments,  of base  metal;  picture  frames,  etc",11419,6,1903,0
"ITALY","Statuettes  and  other  ornaments,  of base  metal;  picture  frames,  etc",1000088,13,76930,0
"SWITZERLAN","Statuettes  and  other  ornaments,  of base  metal;  picture  frames,  etc",36661,19,1930,0
"UNITED KIN","Statuettes  and  other  ornaments,  of base  metal;  picture  frames,  etc",26681,68,392,0
"UNITED STA","Statuettes  and  other  ornaments,  of base  metal;  picture  frames,  etc",15840,60,264,0
"AUSTRALIA","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",884339,30,29478,0
"BELGIUM","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",2198497,345,6372,0
"CANADA","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",3866233,330,11716,0.02
"CHINA","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",446878454,238706,1872,0.01
"TAIWAN, PR","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",193419753,79593,2430,0
"CYPRUS","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",47721106,22160,2153,0
"FRANCE","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",11412251,574,19882,0.01
"GERMANY, F","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",200974884,85955,2338,0.01
"HONG KONG","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",96796686,91916,1053,0
"ITALY","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",42663523,53769,793,0
"JAPAN","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",15783331,4511,3499,0
"SINGAPORE","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",82724821,12455,6642,0
"SPAIN","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",6260121,1024,6113,0
"SWITZERLAN","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",1558087,84,18549,0
"EGYPT","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",1000450,180,5558,0
"UNITED KIN","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",29027887,9082,3196,0
"UNITED STA","Padlocks and  locks,  clasps . . . Incorporating  lockds,  keys  of  base  metal",9132772,3625,2519,0
"GERMANY, F","Armoured  or  reinfoced  safes,  strong-boxes  and doors . . . of base metal",297760,140,2127,0
"LEBANON","Armoured  or  reinfoced  safes,  strong-boxes  and doors . . . of base metal",13149880,15005,876,0
"MOROCO","Armoured  or  reinfoced  safes,  strong-boxes  and doors . . . of base metal",100467,480,209,0
"NETHERLAND","Armoured  or  reinfoced  safes,  strong-boxes  and doors . . . of base metal",2457628,4000,614,0
"SWITZERLAN","Armoured  or  reinfoced  safes,  strong-boxes  and doors . . . of base metal",1164824,35,33281,0
"UNITED KIN","Armoured  or  reinfoced  safes,  strong-boxes  and doors . . . of base metal",9976744,12564,794,0
"UNITED STA","Armoured  or  reinfoced  safes,  strong-boxes  and doors . . . of base metal",2527723,1920,1317,0
"AUSTRALIA","Hinges  of  base  metal",69603,5,13921,0
"CHINA","Hinges  of  base  metal",109890900,126739,867,0.01
"CYPRUS","Hinges  of  base  metal",8192500,9976,821,0
"GERMANY, F","Hinges  of  base  metal",5785115,620,9331,0
"HONG KONG","Hinges  of  base  metal",32996094,53859,613,0
"LIBYAN ARA","Hinges  of  base  metal",4046,8,506,0
"SINGAPORE","Hinges  of  base  metal",2405881,1784,1349,0
"UNITED KIN","Hinges  of  base  metal",658882,320,2059,0
"UNITED STA","Hinges  of  base  metal",859771,1204,714,0
"HONG KONG","Castors  of  base  metal",51686,327,158,0
"UNITED KIN","Castors  of  base  metal",3928727,843,4660,0
"AUSTRALIA","Mountings,  fittings,  etc,  for  motor  vehicles,  of  base  metal,  nes",103995,10,10400,0
"UNITED KIN","Mountings,  fittings,  etc,  for  motor  vehicles,  of  base  metal,  nes",721200,80,9015,0
"AUSTRALIA","Mountings,  fittings,  etc,  for  buildings,  of  base  metal,  nes",114965,1,114965,0
"CHINA","Mountings,  fittings,  etc,  for  buildings,  of  base  metal,  nes",5032774,5820,865,0
"DENMARK","Mountings,  fittings,  etc,  for  buildings,  of  base  metal,  nes",1568908,420,3735,0
"FRANCE","Mountings,  fittings,  etc,  for  buildings,  of  base  metal,  nes",1764,6,294,0
"GERMANY, F","Mountings,  fittings,  etc,  for  buildings,  of  base  metal,  nes",4973589,590,8430,0
"HONG KONG","Mountings,  fittings,  etc,  for  buildings,  of  base  metal,  nes",10999691,17918,614,0
"ITALY","Mountings,  fittings,  etc,  for  buildings,  of  base  metal,  nes",15025,20,751,0
"NETHERLAND","Mountings,  fittings,  etc,  for  buildings,  of  base  metal,  nes",855727,243,3522,0
"SINGAPORE","Mountings,  fittings,  etc,  for  buildings,  of  base  metal,  nes",14025390,16134,869,0
"UNITED KIN","Mountings,  fittings,  etc,  for  buildings,  of  base  metal,  nes",4419058,822,5376,0
"UNITED STA","Mountings,  fittings,  etc,  for  buildings,  of  base  metal,  nes",427979,141,3035,0
"GERMANY, F","Mountings,  fittings,  etc,  for  furniture,  of  base  metal,  nes",8360343,550,15201,0
"HONG KONG","Mountings,  fittings,  etc,  for  furniture,  of  base  metal,  nes",19467592,27000,721,0
"SINGAPORE","Mountings,  fittings,  etc,  for  furniture,  of  base  metal,  nes",925588,43,21525,0
"UNITED KIN","Mountings,  fittings,  etc,  for  furniture,  of  base  metal,  nes",746442,120,6220,0
"UNITED STA","Mountings,  fittings,  etc,  for  furniture,  of  base  metal,  nes",235400,13608,17,0
"CANADA","Mountings,  fittings,  etc,  nes;  hat-racks,  etc,  of  base  metals . . .",15626,25,625,0
"CHINA","Mountings,  fittings,  etc,  nes;  hat-racks,  etc,  of  base  metals . . .",7819930,5969,1310,0
"FRANCE","Mountings,  fittings,  etc,  nes;  hat-racks,  etc,  of  base  metals . . .",216360,300,721,0
"GERMANY, F","Mountings,  fittings,  etc,  nes;  hat-racks,  etc,  of  base  metals . . .",97857436,14238,6873,0.01
"HONG KONG","Mountings,  fittings,  etc,  nes;  hat-racks,  etc,  of  base  metals . . .",7416941,34578,214,0
"ITALY","Mountings,  fittings,  etc,  nes;  hat-racks,  etc,  of  base  metals . . .",2068497,170,12168,0
"JAPAN","Mountings,  fittings,  etc,  nes;  hat-racks,  etc,  of  base  metals . . .",246080,221,1113,0
"SINGAPORE","Mountings,  fittings,  etc,  nes;  hat-racks,  etc,  of  base  metals . . .",2545836,96,26519,0
"UNITED KIN","Mountings,  fittings,  etc,  nes;  hat-racks,  etc,  of  base  metals . . .",3556749,1982,1795,0
"UNITED STA","Mountings,  fittings,  etc,  nes;  hat-racks,  etc,  of  base  metals . . .",565495,10,56550,0
"UNITED KIN","Skid chain  of  iron  or  steel",1497417,1160,1291,0
"CHINA","Other  chain  of  iron  or  steel,  nes",88948,40,2224,0
"GERMANY, F","Other  chain  of  iron  or  steel,  nes",50079,170,295,0
"HONG KONG","Other  chain  of  iron  or  steel,  nes",1110047,1360,816,0
"KOREA REPU","Other  chain  of  iron  or  steel,  nes",33656,1000,34,0
"NETHERLAND","Other  chain  of  iron  or  steel,  nes",14093,80,176,0
"UNITED KIN","Other  chain  of  iron  or  steel,  nes",18631,18,1035,0
"UNITED STA","Other  chain  of  iron  or  steel,  nes",295692,2146,138,0
"HONG KONG","Sewing needles, knitting needles, bodkins… of iron or steel",3447023,12327,280,0
"ICELAND","Sewing needles, knitting needles, bodkins… of iron or steel",60100,155,388,0
"UNITED KIN","Sewing needles, knitting needles, bodkins… of iron or steel",872301,36290,24,0
"UNITED STA","Sewing needles, knitting needles, bodkins… of iron or steel",596793,36,16578,0
"CHINA","Safety pins and other pins, of iron or steel, nes",457962,24,19082,0
"HONG KONG","Safety pins and other pins, of iron or steel, nes",15125406,28638,528,0
"UNITED KIN","Safety pins and other pins, of iron or steel, nes",676647,714,948,0
"AUSTRALIA","Clasps, frames with clasps, buckles, buckle-clasps…of iron or steel",120378,6,20063,0
"CYPRUS","Clasps, frames with clasps, buckles, buckle-clasps…of iron or steel",1780880,2500,712,0
"HONG KONG","Clasps, frames with clasps, buckles, buckle-clasps…of iron or steel",7843298,31722,247,0
"JAPAN","Clasps, frames with clasps, buckles, buckle-clasps…of iron or steel",119599,59,2027,0
"KOREA REPU","Clasps, frames with clasps, buckles, buckle-clasps…of iron or steel",77529,140,554,0
"NETHERLAND","Clasps, frames with clasps, buckles, buckle-clasps…of iron or steel",1484470,769,1930,0
"UNITED KIN","Clasps, frames with clasps, buckles, buckle-clasps…of iron or steel",198750,301,660,0
"UNITED STA","Clasps, frames with clasps, buckles, buckle-clasps…of iron or steel",78130,2,39065,0
"AUSTRALIA","Springs and leaves for springs, of iron or steel",5821421,530,10984,0
"BELGIUM","Springs and leaves for springs, of iron or steel",106080,960,111,0
"DENMARK","Springs and leaves for springs, of iron or steel",133372,22,6062,0
"FRANCE","Springs and leaves for springs, of iron or steel",14246582,2850,4999,0
"GERMANY, F","Springs and leaves for springs, of iron or steel",18463614,12892,1432,0
"HONG KONG","Springs and leaves for springs, of iron or steel",137629,251,548,0
"INDIA","Springs and leaves for springs, of iron or steel",2749575,600,4583,0
"ISRAEL","Springs and leaves for springs, of iron or steel",3453,1,3453,0
"JAPAN","Springs and leaves for springs, of iron or steel",14813320,221233,67,0
"KOREA REPU","Springs and leaves for springs, of iron or steel",801133,120,6676,0
"NETHERLAND","Springs and leaves for springs, of iron or steel",6559352,74937,88,0
"UNITED KIN","Springs and leaves for springs, of iron or steel",12775631,130857,98,0
"UNITED STA","Springs and leaves for springs, of iron or steel",970999,225,4316,0
"WAKE ISLAN","Springs and leaves for springs, of iron or steel",119646,2833,42,0
"GERMANY, F","Copper springs",547366,450,1216,0
"FRANCE","Flexible tubing of base metal",34833,1,34833,0
"NETHERLAND","Flexible tubing of base metal",7039398,7018,1003,0
"UNITED KIN","Flexible tubing of base metal",11074684,3920,2825,0
"INDIA","Bells, gongs, etc, non-electric, of base metal",331151,286,1158,0
"UNITED KIN","Bells, gongs, etc, non-electric, of base metal",79764,45,1775,0
"BELGIUM","Stoppers, caps, lids and crown corks… of base metal",2181559,3500,623,0
"DENMARK","Stoppers, caps, lids and crown corks… of base metal",43749,3,14583,0
"FRANCE","Stoppers, caps, lids and crown corks… of base metal",3777206,4006,943,0
"GERMANY, F","Stoppers, caps, lids and crown corks… of base metal",31779634,10655,2983,0
"INDIA","Stoppers, caps, lids and crown corks… of base metal",6896400,7650,901,0
"ITALY","Stoppers, caps, lids and crown corks… of base metal",14263533,4225,3376,0
"NETHERLAND","Stoppers, caps, lids and crown corks… of base metal",2627114,600,4379,0
"NIGERIA","Stoppers, caps, lids and crown corks… of base metal",5013805,13445,373,0
"UNITED KIN","Stoppers, caps, lids and crown corks… of base metal",61297285,25181,2434,0
"UNITED STA","Stoppers, caps, lids and crown corks… of base metal",23889753,15098,1582,0
"AUSTRIA","Sign-plates, name-plates, address-plates, etc, of base metal",482570,9,53619,0
"FRANCE","Sign-plates, name-plates, address-plates, etc, of base metal",560026,120,4667,0
"GERMANY, F","Sign-plates, name-plates, address-plates, etc, of base metal",125624,9,13958,0
"ITALY","Sign-plates, name-plates, address-plates, etc, of base metal",390005,640,609,0
"JAPAN","Sign-plates, name-plates, address-plates, etc, of base metal",142881,118,1211,0
"KOREA REPU","Sign-plates, name-plates, address-plates, etc, of base metal",18030,41,440,0
"UNITED KIN","Sign-plates, name-plates, address-plates, etc, of base metal",29932932,3643,8217,0
"AUSTRALIA","Wire, rods… electrodes of base metal, flux-coated or cored, etc",127330,1,127330,0
"BELGIUM","Wire, rods… electrodes of base metal, flux-coated or cored, etc",18970467,700,27101,0
"CHINA","Wire, rods… electrodes of base metal, flux-coated or cored, etc",18895082,23560,802,0
"TAIWAN, PR","Wire, rods… electrodes of base metal, flux-coated or cored, etc",534289,130,4110,0
"DENMARK","Wire, rods… electrodes of base metal, flux-coated or cored, etc",2947646,603,4888,0
"FRANCE","Wire, rods… electrodes of base metal, flux-coated or cored, etc",14820827,14457,1025,0
"GERMANY, F","Wire, rods… electrodes of base metal, flux-coated or cored, etc",23218321,49089,473,0
"HONG KONG","Wire, rods… electrodes of base metal, flux-coated or cored, etc",12719323,20028,635,0
"ITALY","Wire, rods… electrodes of base metal, flux-coated or cored, etc",7237988,4589,1577,0
